title,track_id,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Burn It Down,4VvbuW4BBQs1TX1ZeTBz6O,Tech N9ne,0.662,0.607,5,-7.74,1,0.0498,0.0457,0.0,0.32,0.308,125.998,audio_features,spotify:track:4VvbuW4BBQs1TX1ZeTBz6O,https://api.spotify.com/v1/tracks/4VvbuW4BBQs1TX1ZeTBz6O,https://api.spotify.com/v1/audio-analysis/4VvbuW4BBQs1TX1ZeTBz6O,230107,4
Ayo,0k6DnZMLoEUH8NGD5zh2SE,Chris Brown,0.823,0.563,6,-5.095,1,0.0443,0.0399,0.0,0.0851,0.682,98.031,audio_features,spotify:track:0k6DnZMLoEUH8NGD5zh2SE,https://api.spotify.com/v1/tracks/0k6DnZMLoEUH8NGD5zh2SE,https://api.spotify.com/v1/audio-analysis/0k6DnZMLoEUH8NGD5zh2SE,225227,4
Zero,0j4giTw6pwgbFEHwMm4VWe,Chris Brown,0.726,0.792,1,-4.64,0,0.0706,0.0645,0.0,0.0703,0.847,122.003,audio_features,spotify:track:0j4giTw6pwgbFEHwMm4VWe,https://api.spotify.com/v1/tracks/0j4giTw6pwgbFEHwMm4VWe,https://api.spotify.com/v1/audio-analysis/0j4giTw6pwgbFEHwMm4VWe,213876,4
Don't Judge Me,101TaHCVkpOMmlQNjPKRQ5,Chris Brown,0.328,0.498,4,-10.898,0,0.126,0.532,7.94e-05,0.117,0.36,175.918,audio_features,spotify:track:101TaHCVkpOMmlQNjPKRQ5,https://api.spotify.com/v1/tracks/101TaHCVkpOMmlQNjPKRQ5,https://api.spotify.com/v1/audio-analysis/101TaHCVkpOMmlQNjPKRQ5,240173,4
Deuces (feat. Tyga & Kevin McCall),2cXelQ1jCdGTmSAom5WOTV,Chris Brown,0.52,0.733,1,-5.088,1,0.181,0.0276,0.0,0.0779,0.192,75.204,audio_features,spotify:track:2cXelQ1jCdGTmSAom5WOTV,https://api.spotify.com/v1/tracks/2cXelQ1jCdGTmSAom5WOTV,https://api.spotify.com/v1/audio-analysis/2cXelQ1jCdGTmSAom5WOTV,276560,4
Wet The Bed (feat. Ludacris),6c4w7qJd1gTmr90spDfUyM,Chris Brown,0.576,0.648,6,-7.466,0,0.0426,0.017,0.0,0.152,0.415,123.79,audio_features,spotify:track:6c4w7qJd1gTmr90spDfUyM,https://api.spotify.com/v1/tracks/6c4w7qJd1gTmr90spDfUyM,https://api.spotify.com/v1/audio-analysis/6c4w7qJd1gTmr90spDfUyM,266307,4
Come And Get It,3sp04ZYzs3rTLVxyh9iVE9,Kip Moore,0.563,0.873,4,-5.428,1,0.0331,0.000168,0.0149,0.196,0.669,134.046,audio_features,spotify:track:3sp04ZYzs3rTLVxyh9iVE9,https://api.spotify.com/v1/tracks/3sp04ZYzs3rTLVxyh9iVE9,https://api.spotify.com/v1/audio-analysis/3sp04ZYzs3rTLVxyh9iVE9,295053,4
That Was Us,40Cck5doYRRMAbFirn7VoH,Kip Moore,0.599,0.681,2,-7.168,1,0.0355,0.00286,1.38e-05,0.113,0.495,158.029,audio_features,spotify:track:40Cck5doYRRMAbFirn7VoH,https://api.spotify.com/v1/tracks/40Cck5doYRRMAbFirn7VoH,https://api.spotify.com/v1/audio-analysis/40Cck5doYRRMAbFirn7VoH,239360,4
Novacane,4osgfFTICMkcGbbigdsa53,Frank Ocean,0.762,0.508,3,-9.112,1,0.0919,0.0584,0.00126,0.16,0.37,93.51,audio_features,spotify:track:4osgfFTICMkcGbbigdsa53,https://api.spotify.com/v1/tracks/4osgfFTICMkcGbbigdsa53,https://api.spotify.com/v1/audio-analysis/4osgfFTICMkcGbbigdsa53,302347,4
One Last Breath,3F1qkJx3flPUWadfFQcOEj,Creed,0.38,0.722,2,-5.766,1,0.0356,0.00884,0.00163,0.221,0.17,130.009,audio_features,spotify:track:3F1qkJx3flPUWadfFQcOEj,https://api.spotify.com/v1/tracks/3F1qkJx3flPUWadfFQcOEj,https://api.spotify.com/v1/audio-analysis/3F1qkJx3flPUWadfFQcOEj,239373,4
All Me,4kNvYhyl8R6m1vykVkcuBu,Drake,0.67,0.515,1,-6.977,1,0.397,0.0705,0.0,0.25,0.422,122.006,audio_features,spotify:track:4kNvYhyl8R6m1vykVkcuBu,https://api.spotify.com/v1/tracks/4kNvYhyl8R6m1vykVkcuBu,https://api.spotify.com/v1/audio-analysis/4kNvYhyl8R6m1vykVkcuBu,270867,4
The Reunion,4TsDmh8jtTMdaa7UP3gxAR,Bad Meets Evil,0.463,0.895,1,-3.205,1,0.481,0.189,0.0,0.732,0.652,76.516,audio_features,spotify:track:4TsDmh8jtTMdaa7UP3gxAR,https://api.spotify.com/v1/tracks/4TsDmh8jtTMdaa7UP3gxAR,https://api.spotify.com/v1/audio-analysis/4TsDmh8jtTMdaa7UP3gxAR,290413,4
Tuesday,5hGFM9MDbFG7quJVXrP9kK,ILOVEMAKONNEN,0.784,0.651,0,-6.905,1,0.294,0.372,0.000737,0.114,0.508,140.2,audio_features,spotify:track:5hGFM9MDbFG7quJVXrP9kK,https://api.spotify.com/v1/tracks/5hGFM9MDbFG7quJVXrP9kK,https://api.spotify.com/v1/audio-analysis/5hGFM9MDbFG7quJVXrP9kK,212154,4
BedRock,3iL2l5gUqyPS6vDwJFgJTR,Young Money,0.733,0.664,8,-6.163,1,0.295,0.102,0.0,0.191,0.557,148.005,audio_features,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,https://api.spotify.com/v1/tracks/3iL2l5gUqyPS6vDwJFgJTR,https://api.spotify.com/v1/audio-analysis/3iL2l5gUqyPS6vDwJFgJTR,288133,4
Show Me A Good Time,7v0hKO3RYhEXt2EPXf4AOS,Drake,0.667,0.734,6,-6.064,0,0.119,0.0386,0.0,0.108,0.704,128.318,audio_features,spotify:track:7v0hKO3RYhEXt2EPXf4AOS,https://api.spotify.com/v1/tracks/7v0hKO3RYhEXt2EPXf4AOS,https://api.spotify.com/v1/audio-analysis/7v0hKO3RYhEXt2EPXf4AOS,210360,4
Hookah,3qQ6WFhcAx6LOH1UHz1c0U,Tyga,0.678,0.484,1,-6.647,0,0.43,0.735,0.0,0.117,0.219,190.04,audio_features,spotify:track:3qQ6WFhcAx6LOH1UHz1c0U,https://api.spotify.com/v1/tracks/3qQ6WFhcAx6LOH1UHz1c0U,https://api.spotify.com/v1/audio-analysis/3qQ6WFhcAx6LOH1UHz1c0U,202320,4
Crazy Over Me,4vXOJ6kARZsxBlTCiNkTyp,Dylan Scott,0.484,0.615,9,-7.488,1,0.0323,0.25,0.0,0.268,0.421,75.098,audio_features,spotify:track:4vXOJ6kARZsxBlTCiNkTyp,https://api.spotify.com/v1/tracks/4vXOJ6kARZsxBlTCiNkTyp,https://api.spotify.com/v1/audio-analysis/4vXOJ6kARZsxBlTCiNkTyp,200800,4
Amnesia [Act 5],4RhfqaxnJinDiDUGo2xFm7,Josh Abbott Band,0.52,0.893,0,-5.22,1,0.0815,0.051,0.0,0.113,0.524,150.094,audio_features,spotify:track:4RhfqaxnJinDiDUGo2xFm7,https://api.spotify.com/v1/tracks/4RhfqaxnJinDiDUGo2xFm7,https://api.spotify.com/v1/audio-analysis/4RhfqaxnJinDiDUGo2xFm7,213762,4
I Know,6rje9f1wRFJDO2iTORw0lH,Big Sean,0.733,0.334,1,-11.314,1,0.0811,0.327,0.0,0.116,0.267,119.935,audio_features,spotify:track:6rje9f1wRFJDO2iTORw0lH,https://api.spotify.com/v1/tracks/6rje9f1wRFJDO2iTORw0lH,https://api.spotify.com/v1/audio-analysis/6rje9f1wRFJDO2iTORw0lH,319973,4
White Iverson,2N0NifjyXAdMOB4KBGvBJ6,Post Malone,0.669,0.521,7,-8.732,1,0.0366,0.236,0.0,0.0802,0.327,130.071,audio_features,spotify:track:2N0NifjyXAdMOB4KBGvBJ6,https://api.spotify.com/v1/tracks/2N0NifjyXAdMOB4KBGvBJ6,https://api.spotify.com/v1/audio-analysis/2N0NifjyXAdMOB4KBGvBJ6,255173,4
The Body (feat. Jeremih),4JSzFJGovBcmr2y1sj7SR7,Wale,0.493,0.542,9,-8.016,1,0.076,0.0774,0.0,0.239,0.172,109.399,audio_features,spotify:track:4JSzFJGovBcmr2y1sj7SR7,https://api.spotify.com/v1/tracks/4JSzFJGovBcmr2y1sj7SR7,https://api.spotify.com/v1/audio-analysis/4JSzFJGovBcmr2y1sj7SR7,232661,4
Money Baby,3pT00QwvR8AzFtL3hedljs,K CAMP,0.729,0.517,1,-5.793,1,0.0382,0.0305,0.0,0.102,0.481,134.972,audio_features,spotify:track:3pT00QwvR8AzFtL3hedljs,https://api.spotify.com/v1/tracks/3pT00QwvR8AzFtL3hedljs,https://api.spotify.com/v1/audio-analysis/3pT00QwvR8AzFtL3hedljs,219307,4
The Fix (feat. Jeremih),20IZ0jYjnFO0NxyiaRsJwb,Nelly,0.812,0.479,8,-6.47,1,0.0429,0.0485,0.0,0.102,0.0873,95.505,audio_features,spotify:track:20IZ0jYjnFO0NxyiaRsJwb,https://api.spotify.com/v1/tracks/20IZ0jYjnFO0NxyiaRsJwb,https://api.spotify.com/v1/audio-analysis/20IZ0jYjnFO0NxyiaRsJwb,173045,4
She Knows (feat. Amber Coffman & Cults),282L6SR4Y8Rs0VUgtEy1Zw,J. Cole,0.766,0.739,1,-10.364,1,0.0805,0.0192,0.0794,0.229,0.185,118.005,audio_features,spotify:track:282L6SR4Y8Rs0VUgtEy1Zw,https://api.spotify.com/v1/tracks/282L6SR4Y8Rs0VUgtEy1Zw,https://api.spotify.com/v1/audio-analysis/282L6SR4Y8Rs0VUgtEy1Zw,296520,4
Apparently,1HNs07uZxZniPNmniw2GTa,J. Cole,0.8,0.543,5,-9.236,1,0.0911,0.564,0.0,0.116,0.534,133.98,audio_features,spotify:track:1HNs07uZxZniPNmniw2GTa,https://api.spotify.com/v1/tracks/1HNs07uZxZniPNmniw2GTa,https://api.spotify.com/v1/audio-analysis/1HNs07uZxZniPNmniw2GTa,293040,4
Turning Tables,5O6yk6U8L3rTbFsIwuqe8H,Adele,0.305,0.452,0,-6.077,0,0.0293,0.952,1.68e-05,0.129,0.21,79.83,audio_features,spotify:track:5O6yk6U8L3rTbFsIwuqe8H,https://api.spotify.com/v1/tracks/5O6yk6U8L3rTbFsIwuqe8H,https://api.spotify.com/v1/audio-analysis/5O6yk6U8L3rTbFsIwuqe8H,250133,4
The Kill,0lP4HYLmvowOKdsQ7CVkuq,Thirty Seconds To Mars,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,audio_features,spotify:track:0lP4HYLmvowOKdsQ7CVkuq,https://api.spotify.com/v1/tracks/0lP4HYLmvowOKdsQ7CVkuq,https://api.spotify.com/v1/audio-analysis/0lP4HYLmvowOKdsQ7CVkuq,231533,3
Been That Way,0zg5XJPiga7E5FxiehriG2,Bryson Tiller,0.527,0.759,6,-6.475,1,0.282,0.0307,0.0,0.103,0.802,183.279,audio_features,spotify:track:0zg5XJPiga7E5FxiehriG2,https://api.spotify.com/v1/tracks/0zg5XJPiga7E5FxiehriG2,https://api.spotify.com/v1/audio-analysis/0zg5XJPiga7E5FxiehriG2,199320,5
America's Sweetheart,2NcstvY8H9PVQ0DMNGHckh,Elle King,0.528,0.928,1,-3.925,1,0.0666,0.0208,5.75e-06,0.376,0.4,128.01,audio_features,spotify:track:2NcstvY8H9PVQ0DMNGHckh,https://api.spotify.com/v1/tracks/2NcstvY8H9PVQ0DMNGHckh,https://api.spotify.com/v1/audio-analysis/2NcstvY8H9PVQ0DMNGHckh,245547,4
Unstoppable,3Z2s3h4apCyZzRIVCS8bWL,Rascal Flatts,0.473,0.799,3,-4.798,1,0.0483,0.0738,0.0,0.121,0.506,155.892,audio_features,spotify:track:3Z2s3h4apCyZzRIVCS8bWL,https://api.spotify.com/v1/tracks/3Z2s3h4apCyZzRIVCS8bWL,https://api.spotify.com/v1/audio-analysis/3Z2s3h4apCyZzRIVCS8bWL,227720,4
Here Comes Goodbye,5YSW99IUAIiAj243jF7PBO,Rascal Flatts,0.431,0.584,2,-6.025,1,0.0336,0.42,0.0,0.142,0.181,146.176,audio_features,spotify:track:5YSW99IUAIiAj243jF7PBO,https://api.spotify.com/v1/tracks/5YSW99IUAIiAj243jF7PBO,https://api.spotify.com/v1/audio-analysis/5YSW99IUAIiAj243jF7PBO,243787,4
In the Morning,6FedhFiHb0KxTvOD1qEX8L,J. Cole,0.44,0.671,3,-10.598,0,0.477,0.764,0.0,0.212,0.479,83.078,audio_features,spotify:track:6FedhFiHb0KxTvOD1qEX8L,https://api.spotify.com/v1/tracks/6FedhFiHb0KxTvOD1qEX8L,https://api.spotify.com/v1/audio-analysis/6FedhFiHb0KxTvOD1qEX8L,234387,4
My Baby's Guns N' Roses,0pqXmjMhNVD9oq00BpB2tm,Brantley Gilbert,0.492,0.888,5,-4.112,1,0.0672,0.0244,2.54e-06,0.412,0.671,141.049,audio_features,spotify:track:0pqXmjMhNVD9oq00BpB2tm,https://api.spotify.com/v1/tracks/0pqXmjMhNVD9oq00BpB2tm,https://api.spotify.com/v1/audio-analysis/0pqXmjMhNVD9oq00BpB2tm,212733,4
If Today Was Your Last Day,4QJLKU75Rg4558f4LbDBRi,Nickelback,0.485,0.911,3,-5.749,1,0.0355,8.67e-05,0.0,0.092,0.568,89.956,audio_features,spotify:track:4QJLKU75Rg4558f4LbDBRi,https://api.spotify.com/v1/tracks/4QJLKU75Rg4558f4LbDBRi,https://api.spotify.com/v1/audio-analysis/4QJLKU75Rg4558f4LbDBRi,249067,4
Insane,5bfTQCLA1asTt8dGiAh564,Eminem,0.876,0.878,9,-0.929,0,0.168,0.251,0.0,0.321,0.677,97.99,audio_features,spotify:track:5bfTQCLA1asTt8dGiAh564,https://api.spotify.com/v1/tracks/5bfTQCLA1asTt8dGiAh564,https://api.spotify.com/v1/audio-analysis/5bfTQCLA1asTt8dGiAh564,181360,4
Lonely Eyes,2j79NtwxoWDmkiH4MGwdLq,Chris Young,0.657,0.674,1,-5.273,1,0.0319,0.0326,1.88e-05,0.0947,0.336,106.005,audio_features,spotify:track:2j79NtwxoWDmkiH4MGwdLq,https://api.spotify.com/v1/tracks/2j79NtwxoWDmkiH4MGwdLq,https://api.spotify.com/v1/audio-analysis/2j79NtwxoWDmkiH4MGwdLq,217413,4
We Went,4kYlMWhSOvrg4U6c0RqgEP,Randy Houser,0.645,0.882,4,-3.752,0,0.0389,0.0892,0.0,0.317,0.542,101.972,audio_features,spotify:track:4kYlMWhSOvrg4U6c0RqgEP,https://api.spotify.com/v1/tracks/4kYlMWhSOvrg4U6c0RqgEP,https://api.spotify.com/v1/audio-analysis/4kYlMWhSOvrg4U6c0RqgEP,181987,4
Believe It (feat. Rick Ross),1fckqKAI9ug7U1DgQrrOop,Meek Mill,0.701,0.71,9,-5.209,1,0.068,0.00126,0.0,0.32,0.138,143.971,audio_features,spotify:track:1fckqKAI9ug7U1DgQrrOop,https://api.spotify.com/v1/tracks/1fckqKAI9ug7U1DgQrrOop,https://api.spotify.com/v1/audio-analysis/1fckqKAI9ug7U1DgQrrOop,239280,4
Old Love Feels New,00IuYbkpL3bQilWyhhR7aE,Chris Young,0.549,0.627,4,-6.209,1,0.0279,0.308,0.0,0.183,0.457,77.981,audio_features,spotify:track:00IuYbkpL3bQilWyhhR7aE,https://api.spotify.com/v1/tracks/00IuYbkpL3bQilWyhhR7aE,https://api.spotify.com/v1/audio-analysis/00IuYbkpL3bQilWyhhR7aE,239960,4
Silverado Bench Seat,7IU50h8qKl40dXMjifLfH4,Granger Smith,0.664,0.82,3,-4.584,1,0.0279,0.0791,6.94e-06,0.332,0.932,126.016,audio_features,spotify:track:7IU50h8qKl40dXMjifLfH4,https://api.spotify.com/v1/tracks/7IU50h8qKl40dXMjifLfH4,https://api.spotify.com/v1/audio-analysis/7IU50h8qKl40dXMjifLfH4,177227,4
We Do It in a Field,558xLpqJNy4jFTs6eXaR58,Granger Smith,0.596,0.868,9,-3.552,1,0.0517,0.436,0.0,0.137,0.869,148.155,audio_features,spotify:track:558xLpqJNy4jFTs6eXaR58,https://api.spotify.com/v1/tracks/558xLpqJNy4jFTs6eXaR58,https://api.spotify.com/v1/audio-analysis/558xLpqJNy4jFTs6eXaR58,207973,4
If Money Didn't Matter,4Mgp2GUlUZOyRF0PX7rW68,Granger Smith,0.541,0.716,0,-5.451,1,0.0328,0.447,0.00057,0.0901,0.362,171.946,audio_features,spotify:track:4Mgp2GUlUZOyRF0PX7rW68,https://api.spotify.com/v1/tracks/4Mgp2GUlUZOyRF0PX7rW68,https://api.spotify.com/v1/audio-analysis/4Mgp2GUlUZOyRF0PX7rW68,230213,4
Stick Around,4tkJsUQkP800kmnrb2vILQ,Granger Smith,0.702,0.617,4,-7.388,1,0.0297,0.267,8.3e-05,0.341,0.595,116.016,audio_features,spotify:track:4tkJsUQkP800kmnrb2vILQ,https://api.spotify.com/v1/tracks/4tkJsUQkP800kmnrb2vILQ,https://api.spotify.com/v1/audio-analysis/4tkJsUQkP800kmnrb2vILQ,186800,4
Bury Me in Blue Jeans,6m6Xhm59VrcLdH0iiwcydq,Granger Smith,0.691,0.638,10,-6.462,1,0.0355,0.382,1.22e-06,0.0982,0.31,129.986,audio_features,spotify:track:6m6Xhm59VrcLdH0iiwcydq,https://api.spotify.com/v1/tracks/6m6Xhm59VrcLdH0iiwcydq,https://api.spotify.com/v1/audio-analysis/6m6Xhm59VrcLdH0iiwcydq,221240,4
Country Boy Love (feat. Earl Dibbles Jr.),43IIpTvTyEEiDWQknIhngR,Granger Smith,0.588,0.795,7,-5.267,1,0.0815,0.187,0.0,0.101,0.725,79.933,audio_features,spotify:track:43IIpTvTyEEiDWQknIhngR,https://api.spotify.com/v1/tracks/43IIpTvTyEEiDWQknIhngR,https://api.spotify.com/v1/audio-analysis/43IIpTvTyEEiDWQknIhngR,212907,4
Saturday Night Meets Sunday Morning,7L0dTXTxQ5ozT0sFy4A1ji,Granger Smith,0.788,0.639,2,-7.053,1,0.0287,0.154,1.93e-05,0.0967,0.555,136.036,audio_features,spotify:track:7L0dTXTxQ5ozT0sFy4A1ji,https://api.spotify.com/v1/tracks/7L0dTXTxQ5ozT0sFy4A1ji,https://api.spotify.com/v1/audio-analysis/7L0dTXTxQ5ozT0sFy4A1ji,211387,4
Sleeping On The Interstate,6Fcoa6XfKkmaJFsPXbG6E7,Granger Smith,0.676,0.6,9,-7.081,1,0.0291,0.284,1.43e-05,0.0824,0.699,79.953,audio_features,spotify:track:6Fcoa6XfKkmaJFsPXbG6E7,https://api.spotify.com/v1/tracks/6Fcoa6XfKkmaJFsPXbG6E7,https://api.spotify.com/v1/audio-analysis/6Fcoa6XfKkmaJFsPXbG6E7,227507,4
Red Dirt,2CXPWias1jJSTiorWEhhjM,Granger Smith,0.641,0.686,5,-6.968,1,0.0298,0.239,3.57e-05,0.0835,0.425,87.993,audio_features,spotify:track:2CXPWias1jJSTiorWEhhjM,https://api.spotify.com/v1/tracks/2CXPWias1jJSTiorWEhhjM,https://api.spotify.com/v1/audio-analysis/2CXPWias1jJSTiorWEhhjM,232493,4
Cold Beer With Your Name On It,2uj7b7Kcai6vMm5OhoF4Am,Josh Thompson,0.588,0.686,0,-4.498,1,0.0275,0.0682,0.0,0.0722,0.527,152.958,audio_features,spotify:track:2uj7b7Kcai6vMm5OhoF4Am,https://api.spotify.com/v1/tracks/2uj7b7Kcai6vMm5OhoF4Am,https://api.spotify.com/v1/audio-analysis/2uj7b7Kcai6vMm5OhoF4Am,201467,4
Riser,0HccAcPMNevr8ERJCWlFk3,Dierks Bentley,0.512,0.657,0,-7.875,1,0.0325,0.115,0.01,0.0897,0.27,164.029,audio_features,spotify:track:0HccAcPMNevr8ERJCWlFk3,https://api.spotify.com/v1/tracks/0HccAcPMNevr8ERJCWlFk3,https://api.spotify.com/v1/audio-analysis/0HccAcPMNevr8ERJCWlFk3,250000,4
Tip It On Back,2G634xynj7ev8r5c0sAL3T,Dierks Bentley,0.503,0.78,3,-5.148,1,0.0323,0.522,0.16,0.138,0.737,137.936,audio_features,spotify:track:2G634xynj7ev8r5c0sAL3T,https://api.spotify.com/v1/tracks/2G634xynj7ev8r5c0sAL3T,https://api.spotify.com/v1/audio-analysis/2G634xynj7ev8r5c0sAL3T,206520,4
Feel That Fire,0U7Q336Pth6J3mPy736fQq,Dierks Bentley,0.412,0.833,1,-3.865,1,0.0352,0.371,1.28e-05,0.208,0.669,179.846,audio_features,spotify:track:0U7Q336Pth6J3mPy736fQq,https://api.spotify.com/v1/tracks/0U7Q336Pth6J3mPy736fQq,https://api.spotify.com/v1/audio-analysis/0U7Q336Pth6J3mPy736fQq,201507,4
With Arms Wide Open,0eKyHwckh9vQb8ncZ2DXCs,Creed,0.41,0.539,0,-8.412,1,0.0302,0.00425,0.00089,0.117,0.141,138.852,audio_features,spotify:track:0eKyHwckh9vQb8ncZ2DXCs,https://api.spotify.com/v1/tracks/0eKyHwckh9vQb8ncZ2DXCs,https://api.spotify.com/v1/audio-analysis/0eKyHwckh9vQb8ncZ2DXCs,274800,4
Wrong Side Of Heaven,7nErzYSlYWbf9oetHig5DZ,Five Finger Death Punch,0.472,0.933,4,-4.602,0,0.0672,0.00582,0.0,0.305,0.56,150.023,audio_features,spotify:track:7nErzYSlYWbf9oetHig5DZ,https://api.spotify.com/v1/tracks/7nErzYSlYWbf9oetHig5DZ,https://api.spotify.com/v1/audio-analysis/7nErzYSlYWbf9oetHig5DZ,270973,4
Bottle To The Bottom,6Izi3Rh4YQ7ztYwfGH7gIq,Dierks Bentley,0.577,0.776,9,-7.77,1,0.0391,0.608,0.000192,0.157,0.803,115.716,audio_features,spotify:track:6Izi3Rh4YQ7ztYwfGH7gIq,https://api.spotify.com/v1/tracks/6Izi3Rh4YQ7ztYwfGH7gIq,https://api.spotify.com/v1/audio-analysis/6Izi3Rh4YQ7ztYwfGH7gIq,256373,4
Every Mile A Memory,4g1KdhosR6v8qCT1F1Njev,Dierks Bentley,0.452,0.703,2,-4.903,1,0.0356,0.0803,0.00131,0.162,0.392,177.915,audio_features,spotify:track:4g1KdhosR6v8qCT1F1Njev,https://api.spotify.com/v1/tracks/4g1KdhosR6v8qCT1F1Njev,https://api.spotify.com/v1/audio-analysis/4g1KdhosR6v8qCT1F1Njev,232720,4
I Can Take It From There,4elsQHzndSMtjrsbcwnZgf,Chris Young,0.686,0.816,3,-5.953,1,0.0318,0.155,0.0,0.252,0.871,113.939,audio_features,spotify:track:4elsQHzndSMtjrsbcwnZgf,https://api.spotify.com/v1/tracks/4elsQHzndSMtjrsbcwnZgf,https://api.spotify.com/v1/audio-analysis/4elsQHzndSMtjrsbcwnZgf,158293,4
"Save Water, Drink Beer",1mvl4McrgpDUwusRRrn7UU,Chris Young,0.572,0.923,7,-3.669,1,0.107,0.0299,7.31e-06,0.0388,0.646,136.008,audio_features,spotify:track:1mvl4McrgpDUwusRRrn7UU,https://api.spotify.com/v1/tracks/1mvl4McrgpDUwusRRrn7UU,https://api.spotify.com/v1/audio-analysis/1mvl4McrgpDUwusRRrn7UU,165773,4
Take A Back Road,7B6m8tHAYZsOKOKMU5SR2n,Rodney Atkins,0.581,0.856,3,-4.0,1,0.0783,0.183,0.0,0.0871,0.918,169.902,audio_features,spotify:track:7B6m8tHAYZsOKOKMU5SR2n,https://api.spotify.com/v1/tracks/7B6m8tHAYZsOKOKMU5SR2n,https://api.spotify.com/v1/audio-analysis/7B6m8tHAYZsOKOKMU5SR2n,209427,4
These Are My People,5jFid6SUnYqohvNvNuZvIz,Rodney Atkins,0.558,0.896,0,-3.687,1,0.0545,0.0316,0.0,0.528,0.63,90.064,audio_features,spotify:track:5jFid6SUnYqohvNvNuZvIz,https://api.spotify.com/v1/tracks/5jFid6SUnYqohvNvNuZvIz,https://api.spotify.com/v1/audio-analysis/5jFid6SUnYqohvNvNuZvIz,213653,4
When It's My Time,1qWUPVyrBkyELdWCHPP4wm,Rodney Atkins,0.604,0.908,5,-2.139,1,0.0324,0.0777,0.0,0.148,0.689,125.008,audio_features,spotify:track:1qWUPVyrBkyELdWCHPP4wm,https://api.spotify.com/v1/tracks/1qWUPVyrBkyELdWCHPP4wm,https://api.spotify.com/v1/audio-analysis/1qWUPVyrBkyELdWCHPP4wm,216613,4
Bad Company,3H3nKeXkD84Us8t9IDbKua,Five Finger Death Punch,0.56,0.893,11,-4.318,0,0.0532,0.00056,7.51e-05,0.0905,0.174,114.008,audio_features,spotify:track:3H3nKeXkD84Us8t9IDbKua,https://api.spotify.com/v1/tracks/3H3nKeXkD84Us8t9IDbKua,https://api.spotify.com/v1/audio-analysis/3H3nKeXkD84Us8t9IDbKua,262267,4
Wash It All Away,1CFnHmGq4pZFadNvh9PSir,Five Finger Death Punch,0.491,0.987,4,-3.063,1,0.0786,2.11e-05,0.0,0.254,0.32,123.477,audio_features,spotify:track:1CFnHmGq4pZFadNvh9PSir,https://api.spotify.com/v1/tracks/1CFnHmGq4pZFadNvh9PSir,https://api.spotify.com/v1/audio-analysis/1CFnHmGq4pZFadNvh9PSir,224906,4
Here To Die,66tRn9FJ1jWEDWOYb0j4mU,Five Finger Death Punch,0.436,0.994,1,-3.158,0,0.232,2.28e-05,0.0,0.0818,0.226,179.982,audio_features,spotify:track:66tRn9FJ1jWEDWOYb0j4mU,https://api.spotify.com/v1/tracks/66tRn9FJ1jWEDWOYb0j4mU,https://api.spotify.com/v1/audio-analysis/66tRn9FJ1jWEDWOYb0j4mU,179013,4
Cradle To The Grave,6LYY1uIKNhs52KCmmBrLxD,Five Finger Death Punch,0.508,0.989,4,-3.779,0,0.143,7.55e-05,0.0,0.111,0.15,95.008,audio_features,spotify:track:6LYY1uIKNhs52KCmmBrLxD,https://api.spotify.com/v1/tracks/6LYY1uIKNhs52KCmmBrLxD,https://api.spotify.com/v1/audio-analysis/6LYY1uIKNhs52KCmmBrLxD,198040,4
Generation Dead,3JS4AuCIUfQuggtsZUqmOs,Five Finger Death Punch,0.508,0.989,4,-3.389,0,0.112,4.42e-05,0.0,0.123,0.389,90.014,audio_features,spotify:track:3JS4AuCIUfQuggtsZUqmOs,https://api.spotify.com/v1/tracks/3JS4AuCIUfQuggtsZUqmOs,https://api.spotify.com/v1/audio-analysis/3JS4AuCIUfQuggtsZUqmOs,223173,4
Hood Go Crazy,0kIHfcHGFGm5xb0dSlKEdp,Tech N9ne,0.912,0.644,11,-6.63,1,0.288,0.00714,0.0,0.107,0.492,95.999,audio_features,spotify:track:0kIHfcHGFGm5xb0dSlKEdp,https://api.spotify.com/v1/tracks/0kIHfcHGFGm5xb0dSlKEdp,https://api.spotify.com/v1/audio-analysis/0kIHfcHGFGm5xb0dSlKEdp,225040,4
Caribou Lou,0TFv9Ze93JVuTA1jpLVIbV,Tech N9ne,0.784,0.815,1,-2.703,1,0.298,0.127,0.0,0.0758,0.559,178.119,audio_features,spotify:track:0TFv9Ze93JVuTA1jpLVIbV,https://api.spotify.com/v1/tracks/0TFv9Ze93JVuTA1jpLVIbV,https://api.spotify.com/v1/audio-analysis/0TFv9Ze93JVuTA1jpLVIbV,271813,4
Be Jealous,7FUznK9hBS2dq8gN1YLGzs,Tech N9ne,0.736,0.906,9,-5.112,0,0.23,0.136,0.0,0.656,0.796,87.793,audio_features,spotify:track:7FUznK9hBS2dq8gN1YLGzs,https://api.spotify.com/v1/tracks/7FUznK9hBS2dq8gN1YLGzs,https://api.spotify.com/v1/audio-analysis/7FUznK9hBS2dq8gN1YLGzs,250907,4
